current, inductance
381.33,	-230.90
381.60,	-231.10
381.87,	-231.30
382.15,	-231.50
382.42,	-231.70
382.69,	-231.90
382.96,	-232.10
383.24,	-232.30
383.51,	-232.50
383.78,	-232.70
384.05,	-232.90
384.33,	-233.09
384.60,	-233.29
384.87,	-233.49
385.14,	-233.69
385.42,	-233.89
385.69,	-234.09
385.96,	-234.29
386.24,	-234.49
386.51,	-234.69
386.78,	-234.89
387.05,	-235.09
387.33,	-235.29
387.60,	-235.49
387.87,	-235.69
388.14,	-235.89
388.42,	-236.09
388.69,	-236.29
388.96,	-236.49
389.23,	-236.69
389.51,	-236.89
389.78,	-237.09
390.05,	-237.29
390.32,	-237.49
390.60,	-237.69
390.87,	-237.89
391.14,	-238.09
391.42,	-238.29
391.69,	-238.49
391.96,	-238.69
392.23,	-238.89
392.51,	-239.09
392.78,	-239.29
393.05,	-239.49
393.32,	-239.69
393.60,	-239.88
393.87,	-240.08
394.14,	-240.28
394.41,	-240.48
394.69,	-240.68
394.96,	-240.88
395.23,	-241.08
395.50,	-241.28
395.78,	-241.48
396.05,	-241.68
396.32,	-241.88
396.60,	-242.08
396.87,	-242.28
397.14,	-242.48
397.41,	-242.68
397.69,	-242.88
397.96,	-243.08
398.23,	-243.28
398.50,	-243.48
398.78,	-243.68
399.05,	-243.88
399.32,	-244.08
399.59,	-244.28
399.87,	-244.48
400.14,	-244.68
400.41,	-244.88
400.68,	-245.08
400.96,	-245.28
401.23,	-245.48
401.50,	-245.68
401.78,	-245.88
402.05,	-246.08
402.32,	-246.28
402.59,	-246.48
402.87,	-246.68
403.14,	-246.88
403.41,	-247.08
403.68,	-247.28
403.96,	-247.48
404.23,	-247.68
404.50,	-247.88
404.77,	-248.08
405.05,	-248.28
405.32,	-248.48
405.59,	-248.68
405.86,	-248.88
406.14,	-249.08
406.41,	-249.28
406.68,	-249.48
406.96,	-249.68
407.23,	-249.88
407.50,	-250.08
407.77,	-250.28
408.05,	-250.48
408.32,	-250.68
408.59,	-250.88
408.86,	-251.08
409.14,	-251.28
409.41,	-251.48
409.68,	-251.68
409.95,	-251.88
410.23,	-252.08
410.50,	-252.28
410.77,	-252.48
411.05,	-252.68
411.32,	-252.88
411.59,	-253.08
411.86,	-253.28
412.14,	-253.48
412.41,	-253.68
412.68,	-253.88
412.95,	-254.08
413.23,	-254.28
413.50,	-254.48
413.77,	-254.68
414.04,	-254.88
414.32,	-255.08
414.59,	-255.28
414.86,	-255.48
415.13,	-255.68
415.41,	-255.89
415.68,	-256.09
415.95,	-256.29
416.23,	-256.49
416.50,	-256.69
416.77,	-256.89
417.04,	-257.09
417.32,	-257.29
417.59,	-257.49
417.86,	-257.69
418.13,	-257.89
418.41,	-258.09
418.68,	-258.29
418.95,	-258.49
419.22,	-258.69
419.50,	-258.89
419.77,	-259.09
420.04,	-259.29
420.31,	-259.49
420.59,	-259.69
420.86,	-259.89
421.13,	-260.09
421.41,	-260.29
421.68,	-260.49
421.95,	-260.69
422.22,	-260.89
422.50,	-261.09
422.77,	-261.29
423.04,	-261.49
423.31,	-261.69
423.59,	-261.89
423.86,	-262.09
424.13,	-262.29
424.40,	-262.49
424.68,	-262.69
424.95,	-262.89
425.22,	-263.09
425.49,	-263.30
425.77,	-263.50
426.04,	-263.70
426.31,	-263.90
426.59,	-264.10
426.86,	-264.30
427.13,	-264.50
427.40,	-264.70
427.68,	-264.90
427.95,	-265.10
428.22,	-265.30
428.49,	-265.50
428.77,	-265.70
429.04,	-265.90
429.31,	-266.10
429.58,	-266.30
429.86,	-266.50
430.13,	-266.70
430.40,	-266.90
430.67,	-267.10
430.95,	-267.30
431.22,	-267.50
431.49,	-267.70
431.77,	-267.90
432.04,	-268.10
432.31,	-268.31
432.58,	-268.51
432.86,	-268.71
433.13,	-268.91
433.40,	-269.11
433.67,	-269.31
433.95,	-269.51
434.22,	-269.71
434.49,	-269.91
434.76,	-270.11
435.04,	-270.31
435.31,	-270.51
435.58,	-270.71
435.85,	-270.91
436.13,	-271.11
436.40,	-271.31
436.67,	-271.51
436.95,	-271.71
437.22,	-271.91
437.49,	-272.11
437.76,	-272.32
438.04,	-272.52
438.31,	-272.72
438.58,	-272.92
438.85,	-273.12
439.13,	-273.32
439.40,	-273.52
439.67,	-273.72
439.94,	-273.92
440.22,	-274.12
440.49,	-274.32
440.76,	-274.52
441.04,	-274.72
441.31,	-274.92
441.58,	-275.12
441.85,	-275.32
442.13,	-275.52
442.40,	-275.72
442.67,	-275.93
442.94,	-276.13
443.22,	-276.33
443.49,	-276.53
443.76,	-276.73
444.03,	-276.93
444.31,	-277.13
444.58,	-277.33
444.85,	-277.53
445.12,	-277.73
445.40,	-277.93
445.67,	-278.13
445.94,	-278.33
446.22,	-278.53
446.49,	-278.73
446.76,	-278.93
447.03,	-279.13
447.31,	-279.34
447.58,	-279.54
447.85,	-279.74
448.12,	-279.94
448.40,	-280.14
448.67,	-280.34
448.94,	-280.54
449.21,	-280.74
449.49,	-280.94
449.76,	-281.14
450.03,	-281.34
450.30,	-281.54
450.58,	-281.74
450.85,	-281.94
451.12,	-282.14
451.40,	-282.35
451.67,	-282.55
451.94,	-282.75
452.21,	-282.95
452.49,	-283.15
452.76,	-283.35
453.03,	-283.55
453.30,	-283.75
453.58,	-283.95
453.85,	-284.15
454.12,	-284.35
454.39,	-284.55
454.67,	-284.75
454.94,	-284.95
455.21,	-285.16
455.48,	-285.36
455.76,	-285.56
456.03,	-285.76
456.30,	-285.96
456.58,	-286.16
456.85,	-286.36
457.12,	-286.56
457.39,	-286.76
457.67,	-286.96
457.94,	-287.16
458.21,	-287.36
458.48,	-287.56
458.76,	-287.77
459.03,	-287.97
459.30,	-288.17
459.57,	-288.37
459.85,	-288.57
460.12,	-288.77
460.39,	-288.97
460.66,	-289.17
460.94,	-289.37
461.21,	-289.57
461.48,	-289.77
461.76,	-289.97
462.03,	-290.17
462.30,	-290.38
462.57,	-290.58
462.85,	-290.78
463.12,	-290.98
463.39,	-291.18
463.66,	-291.38
463.94,	-291.58
464.21,	-291.78
464.48,	-291.98
464.75,	-292.18
465.03,	-292.38
465.30,	-292.58
465.57,	-292.79
465.84,	-292.99
466.12,	-293.19
466.39,	-293.39
466.66,	-293.59
466.94,	-293.79
467.21,	-293.99
467.48,	-294.19
467.75,	-294.39
468.03,	-294.59
468.30,	-294.79
468.57,	-295.00
468.84,	-295.20
469.12,	-295.40
469.39,	-295.60
469.66,	-295.80
469.93,	-296.00
470.21,	-296.20
470.48,	-296.40
470.75,	-296.60
471.03,	-296.80
471.30,	-297.00
471.57,	-297.21
471.84,	-297.41
472.12,	-297.61
472.39,	-297.81
472.66,	-298.01
472.93,	-298.21
473.21,	-298.41
473.48,	-298.61
473.75,	-298.81
474.02,	-299.01
474.30,	-299.21
474.57,	-299.42
474.84,	-299.62
475.11,	-299.82
475.39,	-300.02
475.66,	-300.22
475.93,	-300.42
476.21,	-300.62
476.48,	-300.82
476.75,	-301.02
477.02,	-301.22
477.30,	-301.42
477.57,	-301.63
477.84,	-301.83
478.11,	-302.03
478.39,	-302.23
478.66,	-302.43
478.93,	-302.63
479.20,	-302.83
479.48,	-303.03
479.75,	-303.23
480.02,	-303.43
480.29,	-303.64
480.57,	-303.84
480.84,	-304.04
481.11,	-304.24
481.39,	-304.44
481.66,	-304.64
481.93,	-304.84
482.20,	-305.04
482.48,	-305.24
482.75,	-305.44
483.02,	-305.65
483.29,	-305.85
483.57,	-306.05
483.84,	-306.25
484.11,	-306.45
484.38,	-306.65
484.66,	-306.85
484.93,	-307.05
485.20,	-307.25
485.47,	-307.45
485.75,	-307.66
486.02,	-307.86
486.29,	-308.06
486.57,	-308.26
486.84,	-308.46
487.11,	-308.66
487.38,	-308.86
487.66,	-309.06
487.93,	-309.26
488.20,	-309.47
488.47,	-309.67
488.75,	-309.87
489.02,	-310.07
489.29,	-310.27
489.56,	-310.47
489.84,	-310.67
490.11,	-310.87
490.38,	-311.07
490.65,	-311.27
490.93,	-311.48
491.20,	-311.68
491.47,	-311.88
491.75,	-312.08
492.02,	-312.28
492.29,	-312.48
492.56,	-312.68
492.84,	-312.88
493.11,	-313.08
493.38,	-313.29
493.65,	-313.49
493.93,	-313.69
494.20,	-313.89
494.47,	-314.09
494.74,	-314.29
495.02,	-314.49
495.29,	-314.69
495.56,	-314.89
495.83,	-315.10
496.11,	-315.30
496.38,	-315.50
496.65,	-315.70
496.93,	-315.90
497.20,	-316.10
497.47,	-316.30
497.74,	-316.50
498.02,	-316.70
498.29,	-316.91
498.56,	-317.11
498.83,	-317.31
499.11,	-317.51
499.38,	-317.71
499.65,	-317.91
499.92,	-318.11
500.20,	-318.31
500.47,	-318.51
500.74,	-318.72
501.02,	-318.92
501.29,	-319.12
501.56,	-319.32
501.83,	-319.52
502.11,	-319.72
502.38,	-319.92
502.65,	-320.12
502.92,	-320.33
503.20,	-320.53
503.47,	-320.73
503.74,	-320.93
504.01,	-321.13
504.29,	-321.33
504.56,	-321.53
504.83,	-321.73
505.10,	-321.93
505.38,	-322.14
505.65,	-322.34
505.92,	-322.54
506.20,	-322.74
506.47,	-322.94
506.74,	-323.14
507.01,	-323.34
507.29,	-323.54
507.56,	-323.75
507.83,	-323.95
508.10,	-324.15
508.38,	-324.35
508.65,	-324.55
508.92,	-324.75
509.19,	-324.95
509.47,	-325.15
509.74,	-325.36
510.01,	-325.56
510.28,	-325.76
510.56,	-325.96
510.83,	-326.16
511.10,	-326.36
511.38,	-326.56
511.65,	-326.76
511.92,	-326.96
512.19,	-327.17
512.47,	-327.37
512.74,	-327.57
513.01,	-327.77
513.28,	-327.97
513.56,	-328.17
513.83,	-328.37
514.10,	-328.57
514.37,	-328.78
514.65,	-328.98
514.92,	-329.18
515.19,	-329.38
515.46,	-329.58
515.74,	-329.78
516.01,	-329.98
516.28,	-330.18
516.56,	-330.39
516.83,	-330.59
517.10,	-330.79
517.37,	-330.99
517.65,	-331.19
517.92,	-331.39
518.19,	-331.59
518.46,	-331.80
518.74,	-332.00
519.01,	-332.20
519.28,	-332.40
519.55,	-332.60
519.83,	-332.80
520.10,	-333.00
520.37,	-333.20
520.64,	-333.41
520.92,	-333.61
521.19,	-333.81
521.46,	-334.01
521.74,	-334.21
522.01,	-334.41
522.28,	-334.61
522.55,	-334.81
522.83,	-335.02
523.10,	-335.22
523.37,	-335.42
523.64,	-335.62
523.92,	-335.82
524.19,	-336.02
524.46,	-336.22
524.73,	-336.42
525.01,	-336.63
525.28,	-336.83
525.55,	-337.03
525.82,	-337.23
526.10,	-337.43
526.37,	-337.63
526.64,	-337.83
526.92,	-338.04
527.19,	-338.24
527.46,	-338.44
527.73,	-338.64
528.01,	-338.84
528.28,	-339.04
528.55,	-339.24
528.82,	-339.44
529.10,	-339.65
529.37,	-339.85
529.64,	-340.05
529.91,	-340.25
530.19,	-340.45
530.46,	-340.65
530.73,	-340.85
531.01,	-341.06
531.28,	-341.26
531.55,	-341.46
531.82,	-341.66
532.10,	-341.86
532.37,	-342.06
532.64,	-342.26
532.91,	-342.46
533.19,	-342.67
533.46,	-342.87
533.73,	-343.07
534.00,	-343.27
534.28,	-343.47
534.55,	-343.67
534.82,	-343.87
535.09,	-344.08
535.37,	-344.28
535.64,	-344.48
535.91,	-344.68
536.19,	-344.88
536.46,	-345.08
536.73,	-345.28
537.00,	-345.49
537.28,	-345.69
537.55,	-345.89
537.82,	-346.09
538.09,	-346.29
538.37,	-346.49
538.64,	-346.69
538.91,	-346.90
539.18,	-347.10
539.46,	-347.30
539.73,	-347.50
540.00,	-347.70
540.27,	-347.90
540.55,	-348.10
540.82,	-348.30
541.09,	-348.51
541.37,	-348.71
541.64,	-348.91
541.91,	-349.11
542.18,	-349.31
542.46,	-349.51
542.73,	-349.71
543.00,	-349.92
543.27,	-350.12
543.55,	-350.32
543.82,	-350.52
544.09,	-350.72
544.36,	-350.92
544.64,	-351.12
544.91,	-351.33
545.18,	-351.53
545.45,	-351.73
545.73,	-351.93
546.00,	-352.13
