Time, B_0_0_RRR_100, B_3_0_RRR_100, B_0_0_RRR_200, B_3_0_RRR_200
4.100000000000000000e+01,3.987191972183285994e-10,4.909771555287792775e-10,3.066252066323952854e-10,4.031983155766113757e-10
4.200000000000000000e+01,4.232040772032441097e-10,5.144704927322211907e-10,3.300249908385975788e-10,4.254015377347819026e-10
4.300000000000000000e+01,4.491720443744884727e-10,5.394453724574197889e-10,3.549452338180548271e-10,4.491273507697838031e-10
4.400000000000000000e+01,4.765728563734945706e-10,5.658574885332701533e-10,3.813432054645483610e-10,4.743403438771736878e-10
4.500000000000000000e+01,5.053486872779019152e-10,5.936542500702260030e-10,4.091661832075654338e-10,5.009941829725781204e-10
4.600000000000000000e+01,5.354420797977189007e-10,6.227825047256095976e-10,4.383595180793019784e-10,5.290393963794707634e-10
4.700000000000000000e+01,5.668022091281284406e-10,6.531947246491688714e-10,4.688732204913041604e-10,5.584298750407264085e-10
4.800000000000000000e+01,5.993888257420954426e-10,6.848529968555306930e-10,5.006663312702804604e-10,5.891273167002330881e-10
4.900000000000000000e+01,6.331738841141438829e-10,7.177307819416521386e-10,5.337089941487938032e-10,6.211034731657737553e-10
5.000000000000000000e+01,6.681412791244405353e-10,7.518128191328979569e-10,5.679825898413479947e-10,6.543405043383827017e-10
5.100000000000000000e+01,7.042852868857316467e-10,7.870937397959561854e-10,6.034784978478623749e-10,6.888299615420414883e-10
5.200000000000000000e+01,7.416082991107842144e-10,8.235759563460644310e-10,6.401960684573418551e-10,7.245709554408779871e-10
5.300000000000000000e+01,7.801183290242914526e-10,8.612672937081818120e-10,6.781402908739319784e-10,7.615679818443920998e-10
