time, 	time_delayed,	Current,	Resistance,	V_res, Hot_spot
0.8200,	0.59000,	65.9949,	2.6718E-01, 	1.7633E+01, 	31.202
0.8225,	0.59250,	65.8986,	2.6273E-01, 	1.7313E+01, 	31.251
0.8250,	0.59500,	65.8025,	2.6397E-01, 	1.7370E+01, 	31.300
0.8275,	0.59750,	65.7066,	2.6530E-01, 	1.7432E+01, 	31.349
0.8300,	0.60000,	65.6107,	2.6651E-01, 	1.7486E+01, 	31.397
0.8325,	0.60250,	65.5151,	2.6778E-01, 	1.7544E+01, 	31.445
0.8350,	0.60500,	65.4090,	2.6912E-01, 	1.7603E+01, 	31.493
0.8375,	0.60750,	65.3136,	2.7032E-01, 	1.7656E+01, 	31.541
0.8400,	0.61000,	65.2078,	2.7160E-01, 	1.7710E+01, 	31.589
0.8425,	0.61250,	65.1128,	2.7286E-01, 	1.7767E+01, 	31.636
0.8450,	0.61500,	65.0074,	2.7419E-01, 	1.7824E+01, 	31.683
0.8475,	0.61750,	64.9127,	2.7538E-01, 	1.7876E+01, 	31.729
0.8500,	0.62000,	64.8077,	2.7658E-01, 	1.7925E+01, 	31.776
0.8525,	0.62250,	64.7133,	2.7777E-01, 	1.7975E+01, 	31.822
0.8550,	0.62500,	64.6086,	2.7908E-01, 	1.8031E+01, 	31.868
0.8575,	0.62750,	64.5146,	2.8028E-01, 	1.8082E+01, 	31.914
0.8600,	0.63000,	64.4103,	2.8142E-01, 	1.8126E+01, 	31.959
0.8625,	0.63250,	64.3166,	2.8266E-01, 	1.8180E+01, 	32.005
0.8650,	0.63500,	64.2126,	2.8387E-01, 	1.8228E+01, 	32.050
0.8675,	0.63750,	64.1192,	2.8501E-01, 	1.8275E+01, 	32.094
0.8700,	0.64000,	64.0260,	2.8622E-01, 	1.8325E+01, 	32.139
0.8725,	0.64250,	63.9329,	2.8738E-01, 	1.8373E+01, 	32.184
0.8750,	0.64500,	63.8399,	2.8858E-01, 	1.8423E+01, 	32.228
0.8775,	0.64750,	63.7471,	2.8984E-01, 	1.8476E+01, 	32.272
0.8800,	0.65000,	63.6545,	2.9101E-01, 	1.8524E+01, 	32.316
0.8825,	0.65250,	63.5620,	2.9213E-01, 	1.8569E+01, 	32.359
0.8850,	0.65500,	63.4697,	2.9334E-01, 	1.8618E+01, 	32.403
0.8875,	0.65750,	63.3774,	2.9448E-01, 	1.8664E+01, 	32.446
0.8900,	0.66000,	63.2854,	2.9563E-01, 	1.8709E+01, 	32.489
0.8925,	0.66250,	63.1935,	2.9682E-01, 	1.8757E+01, 	32.532
0.8950,	0.66500,	63.1017,	2.9789E-01, 	1.8797E+01, 	32.574
0.8975,	0.66750,	63.0101,	2.9907E-01, 	1.8844E+01, 	32.617
0.9000,	0.67000,	62.9186,	3.0024E-01, 	1.8891E+01, 	32.659
0.9025,	0.67250,	62.8273,	3.0128E-01, 	1.8929E+01, 	32.701
0.9050,	0.67500,	62.7362,	3.0245E-01, 	1.8975E+01, 	32.743
0.9075,	0.67750,	62.6451,	3.0357E-01, 	1.9017E+01, 	32.785
0.9100,	0.68000,	62.5442,	3.0465E-01, 	1.9054E+01, 	32.826
0.9125,	0.68250,	62.4534,	3.0580E-01, 	1.9098E+01, 	32.867
0.9150,	0.68500,	62.3528,	3.0689E-01, 	1.9135E+01, 	32.909
0.9175,	0.68750,	62.2624,	3.0794E-01, 	1.9173E+01, 	32.950
0.9200,	0.69000,	62.1621,	3.0906E-01, 	1.9212E+01, 	32.990
0.9225,	0.69250,	62.0720,	3.1015E-01, 	1.9251E+01, 	33.031
0.9250,	0.69500,	61.9721,	3.1126E-01, 	1.9289E+01, 	33.071
0.9275,	0.69750,	61.8823,	3.1237E-01, 	1.9330E+01, 	33.111
0.9300,	0.70000,	61.7827,	3.1352E-01, 	1.9370E+01, 	33.151
0.9325,	0.70250,	61.6933,	3.1452E-01, 	1.9403E+01, 	33.191
0.9350,	0.70500,	61.5940,	3.1558E-01, 	1.9438E+01, 	33.231
0.9375,	0.70750,	61.5049,	3.1671E-01, 	1.9479E+01, 	33.270
0.9400,	0.71000,	61.4060,	3.1779E-01, 	1.9514E+01, 	33.310
0.9425,	0.71250,	61.3172,	3.1883E-01, 	1.9550E+01, 	33.349
0.9450,	0.71500,	61.2285,	3.1994E-01, 	1.9589E+01, 	33.388
0.9475,	0.71750,	61.1400,	3.2100E-01, 	1.9626E+01, 	33.427
0.9500,	0.72000,	61.0516,	3.2201E-01, 	1.9659E+01, 	33.465
0.9525,	0.72250,	60.9634,	3.2312E-01, 	1.9699E+01, 	33.504
0.9550,	0.72500,	60.8754,	3.2415E-01, 	1.9733E+01, 	33.542
0.9575,	0.72750,	60.7875,	3.2523E-01, 	1.9770E+01, 	33.580
0.9600,	0.73000,	60.6900,	3.2633E-01, 	1.9805E+01, 	33.618
0.9625,	0.73250,	60.6025,	3.2739E-01, 	1.9841E+01, 	33.656
0.9650,	0.73500,	60.5151,	3.2848E-01, 	1.9878E+01, 	33.693
0.9675,	0.73750,	60.4279,	3.2954E-01, 	1.9913E+01, 	33.731
0.9700,	0.74000,	60.3409,	3.3058E-01, 	1.9947E+01, 	33.768
0.9725,	0.74250,	60.2540,	3.3168E-01, 	1.9985E+01, 	33.805
0.9750,	0.74500,	60.1673,	3.3266E-01, 	2.0015E+01, 	33.842
0.9775,	0.74750,	60.0808,	3.3371E-01, 	2.0049E+01, 	33.879
0.9800,	0.75000,	59.9944,	3.3477E-01, 	2.0084E+01, 	33.916
0.9825,	0.75250,	59.9082,	3.3580E-01, 	2.0117E+01, 	33.952
0.9850,	0.75500,	59.8127,	3.3697E-01, 	2.0155E+01, 	33.989
0.9875,	0.75750,	59.7269,	3.3798E-01, 	2.0186E+01, 	34.025
0.9900,	0.76000,	59.6317,	3.3897E-01, 	2.0213E+01, 	34.061
0.9925,	0.76250,	59.5463,	3.4011E-01, 	2.0252E+01, 	34.097
0.9950,	0.76500,	59.4516,	3.4116E-01, 	2.0282E+01, 	34.133
0.9975,	0.76750,	59.3666,	3.4224E-01, 	2.0318E+01, 	34.168
1.0000,	0.77000,	59.2723,	3.4327E-01, 	2.0347E+01, 	34.204
1.0025,	0.77250,	59.1877,	3.4444E-01, 	2.0387E+01, 	34.239
1.0050,	0.77500,	59.1032,	3.4540E-01, 	2.0414E+01, 	34.274
1.0075,	0.77750,	59.0190,	3.4649E-01, 	2.0450E+01, 	34.309
1.0100,	0.78000,	58.9349,	3.4764E-01, 	2.0488E+01, 	34.344
1.0125,	0.78250,	58.8510,	3.4864E-01, 	2.0518E+01, 	34.379
1.0150,	0.78500,	58.7673,	3.4966E-01, 	2.0549E+01, 	34.413
1.0175,	0.78750,	58.6838,	3.5075E-01, 	2.0583E+01, 	34.448
1.0200,	0.79000,	58.6005,	3.5182E-01, 	2.0617E+01, 	34.482
1.0225,	0.79250,	58.5174,	3.5281E-01, 	2.0645E+01, 	34.516
1.0250,	0.79500,	58.4345,	3.5389E-01, 	2.0679E+01, 	34.550
1.0275,	0.79750,	58.3518,	3.5500E-01, 	2.0715E+01, 	34.584
1.0300,	0.80000,	58.2692,	3.5603E-01, 	2.0745E+01, 	34.618
1.0325,	0.80250,	58.1778,	3.5709E-01, 	2.0775E+01, 	34.651
1.0350,	0.80500,	58.0957,	3.5812E-01, 	2.0805E+01, 	34.685
1.0375,	0.80750,	58.0137,	3.5916E-01, 	2.0836E+01, 	34.718
1.0400,	0.81000,	57.9320,	3.6017E-01, 	2.0865E+01, 	34.751
1.0425,	0.81250,	57.8505,	3.6125E-01, 	2.0899E+01, 	34.784
1.0450,	0.81500,	57.7692,	3.6232E-01, 	2.0931E+01, 	34.817
1.0475,	0.81750,	57.6881,	3.6334E-01, 	2.0960E+01, 	34.850
1.0500,	0.82000,	57.6072,	3.6440E-01, 	2.0992E+01, 	34.883
1.0525,	0.82250,	57.5176,	3.6540E-01, 	2.1017E+01, 	34.915
1.0550,	0.82500,	57.4371,	3.6646E-01, 	2.1048E+01, 	34.948
1.0575,	0.82750,	57.3569,	3.6751E-01, 	2.1079E+01, 	34.980
1.0600,	0.83000,	57.2768,	3.6854E-01, 	2.1109E+01, 	35.012
1.0625,	0.83250,	57.1881,	3.6957E-01, 	2.1135E+01, 	35.044
1.0650,	0.83500,	57.1085,	3.7055E-01, 	2.1161E+01, 	35.076
1.0675,	0.83750,	57.0291,	3.7165E-01, 	2.1195E+01, 	35.108
1.0700,	0.84000,	56.9499,	3.7263E-01, 	2.1221E+01, 	35.140
1.0725,	0.84250,	56.8621,	3.7366E-01, 	2.1247E+01, 	35.171
1.0750,	0.84500,	56.7833,	3.7465E-01, 	2.1274E+01, 	35.203
1.0775,	0.84750,	56.7048,	3.7569E-01, 	2.1303E+01, 	35.234
1.0800,	0.85000,	56.6265,	3.7667E-01, 	2.1330E+01, 	35.265
1.0825,	0.85250,	56.5397,	3.7767E-01, 	2.1353E+01, 	35.296
1.0850,	0.85500,	56.4618,	3.7872E-01, 	2.1383E+01, 	35.328
1.0875,	0.85750,	56.3841,	3.7968E-01, 	2.1408E+01, 	35.358
1.0900,	0.86000,	56.3067,	3.8068E-01, 	2.1435E+01, 	35.389
1.0925,	0.86250,	56.2209,	3.8167E-01, 	2.1458E+01, 	35.420
1.0950,	0.86500,	56.1439,	3.8269E-01, 	2.1485E+01, 	35.451
1.0975,	0.86750,	56.0671,	3.8359E-01, 	2.1507E+01, 	35.481
1.1000,	0.87000,	55.9820,	3.8465E-01, 	2.1533E+01, 	35.511
1.1025,	0.87250,	55.8975,	3.7810E-01, 	2.1135E+01, 	35.541
1.1050,	0.87500,	55.8217,	3.7905E-01, 	2.1159E+01, 	35.571
1.1075,	0.87750,	55.7377,	3.7997E-01, 	2.1179E+01, 	35.601
1.1100,	0.88000,	55.6624,	3.8088E-01, 	2.1201E+01, 	35.630
1.1125,	0.88250,	55.5789,	3.8191E-01, 	2.1226E+01, 	35.659
1.1150,	0.88500,	55.5040,	3.8284E-01, 	2.1249E+01, 	35.689
1.1175,	0.88750,	55.4211,	3.8375E-01, 	2.1268E+01, 	35.718
1.1200,	0.89000,	55.3466,	3.8468E-01, 	2.1291E+01, 	35.747
1.1225,	0.89250,	55.2642,	3.8566E-01, 	2.1313E+01, 	35.776
1.1250,	0.89500,	55.1902,	3.8654E-01, 	2.1333E+01, 	35.804
1.1275,	0.89750,	55.1082,	3.8745E-01, 	2.1352E+01, 	35.833
1.1300,	0.90000,	55.0347,	3.8838E-01, 	2.1374E+01, 	35.862
1.1325,	0.90250,	54.9533,	3.8935E-01, 	2.1396E+01, 	35.890
1.1350,	0.90500,	54.8802,	3.9023E-01, 	2.1416E+01, 	35.919
1.1375,	0.90750,	54.8074,	3.9109E-01, 	2.1435E+01, 	35.947
1.1400,	0.91000,	54.7267,	3.9204E-01, 	2.1455E+01, 	35.975
1.1425,	0.91250,	54.6543,	3.9300E-01, 	2.1479E+01, 	36.003
1.1450,	0.91500,	54.5822,	3.9386E-01, 	2.1498E+01, 	36.031
1.1475,	0.91750,	54.5102,	3.9473E-01, 	2.1517E+01, 	36.059
1.1500,	0.92000,	54.4385,	3.9567E-01, 	2.1539E+01, 	36.087
1.1525,	0.92250,	54.3670,	3.9659E-01, 	2.1562E+01, 	36.115
1.1550,	0.92500,	54.2957,	3.9742E-01, 	2.1578E+01, 	36.142
1.1575,	0.92750,	54.2246,	3.9834E-01, 	2.1600E+01, 	36.170
1.1600,	0.93000,	54.1537,	3.9927E-01, 	2.1622E+01, 	36.197
1.1625,	0.93250,	54.0830,	4.0008E-01, 	2.1638E+01, 	36.225
1.1650,	0.93500,	54.0126,	4.0091E-01, 	2.1654E+01, 	36.252
1.1675,	0.93750,	53.9424,	4.0185E-01, 	2.1677E+01, 	36.279
1.1700,	0.94000,	53.8723,	4.0279E-01, 	2.1699E+01, 	36.306
1.1725,	0.94250,	53.8025,	4.0359E-01, 	2.1714E+01, 	36.333
1.1750,	0.94500,	53.7329,	4.0440E-01, 	2.1730E+01, 	36.360
1.1775,	0.94750,	53.6635,	4.0532E-01, 	2.1751E+01, 	36.387
1.1800,	0.95000,	53.5943,	4.0621E-01, 	2.1770E+01, 	36.414
1.1825,	0.95250,	53.5177,	4.0700E-01, 	2.1782E+01, 	36.440
1.1850,	0.95500,	53.4489,	4.0784E-01, 	2.1799E+01, 	36.467
1.1875,	0.95750,	53.3804,	4.0874E-01, 	2.1819E+01, 	36.493
1.1900,	0.96000,	53.3121,	4.0954E-01, 	2.1833E+01, 	36.520
1.1925,	0.96250,	53.2364,	4.1034E-01, 	2.1845E+01, 	36.546
1.1950,	0.96500,	53.1685,	4.1120E-01, 	2.1863E+01, 	36.572
1.1975,	0.96750,	53.1008,	4.1208E-01, 	2.1882E+01, 	36.598
1.2000,	0.97000,	53.0333,	4.1284E-01, 	2.1894E+01, 	36.624
1.2025,	0.97250,	52.9585,	4.1362E-01, 	2.1905E+01, 	36.650
1.2050,	0.97500,	52.8915,	4.1451E-01, 	2.1924E+01, 	36.676
1.2075,	0.97750,	52.8246,	4.1531E-01, 	2.1939E+01, 	36.702
1.2100,	0.98000,	52.7580,	4.1607E-01, 	2.1951E+01, 	36.728
1.2125,	0.98250,	52.6842,	4.1686E-01, 	2.1962E+01, 	36.753
1.2150,	0.98500,	52.6179,	4.1773E-01, 	2.1980E+01, 	36.779
1.2175,	0.98750,	52.5519,	4.1857E-01, 	2.1997E+01, 	36.804
1.2200,	0.99000,	52.4861,	4.1930E-01, 	2.2008E+01, 	36.829
1.2225,	0.99250,	52.4132,	4.2007E-01, 	2.2017E+01, 	36.855
1.2250,	0.99500,	52.3478,	4.2091E-01, 	2.2034E+01, 	36.880
1.2275,	0.99750,	52.2826,	4.2171E-01, 	2.2048E+01, 	36.905
1.2300,	1.00000,	52.2176,	4.2244E-01, 	2.2059E+01, 	36.930
1.2325,	1.00250,	52.1456,	4.2318E-01, 	2.2067E+01, 	36.955
1.2350,	1.00500,	52.0810,	4.2404E-01, 	2.2084E+01, 	36.980
1.2375,	1.00750,	52.0166,	4.2480E-01, 	2.2096E+01, 	37.005
1.2400,	1.01000,	51.9524,	4.2554E-01, 	2.2108E+01, 	37.029
1.2425,	1.01250,	51.8813,	4.2628E-01, 	2.2116E+01, 	37.054
1.2450,	1.01500,	51.8175,	4.2711E-01, 	2.2132E+01, 	37.079
1.2475,	1.01750,	51.7539,	4.2786E-01, 	2.2143E+01, 	37.103
1.2500,	1.02000,	51.6905,	4.2855E-01, 	2.2152E+01, 	37.128
1.2525,	1.02250,	51.6203,	4.2928E-01, 	2.2160E+01, 	37.152
1.2550,	1.02500,	51.5573,	4.3008E-01, 	2.2174E+01, 	37.176
1.2575,	1.02750,	51.4945,	4.3080E-01, 	2.2184E+01, 	37.200
1.2600,	1.03000,	51.4319,	4.3149E-01, 	2.2192E+01, 	37.225
1.2625,	1.03250,	51.3626,	4.3224E-01, 	2.2201E+01, 	37.249
1.2650,	1.03500,	51.3004,	4.3299E-01, 	2.2213E+01, 	37.273
1.2675,	1.03750,	51.2383,	4.3374E-01, 	2.2224E+01, 	37.296
1.2700,	1.04000,	51.1765,	4.3441E-01, 	2.2231E+01, 	37.320
1.2725,	1.04250,	51.1080,	4.3510E-01, 	2.2237E+01, 	37.344
1.2750,	1.04500,	51.0466,	4.3586E-01, 	2.2249E+01, 	37.368
1.2775,	1.04750,	50.9853,	4.3657E-01, 	2.2259E+01, 	37.391
1.2800,	1.05000,	50.9242,	4.3726E-01, 	2.2267E+01, 	37.415
1.2825,	1.05250,	50.8566,	4.3795E-01, 	2.2273E+01, 	37.438
1.2850,	1.05500,	50.7959,	4.3869E-01, 	2.2284E+01, 	37.462
1.2875,	1.05750,	50.7287,	4.3936E-01, 	2.2288E+01, 	37.485
1.2900,	1.06000,	50.6684,	4.4003E-01, 	2.2296E+01, 	37.508
1.2925,	1.06250,	50.6016,	4.4070E-01, 	2.2300E+01, 	37.531
1.2950,	1.06500,	50.5417,	4.4142E-01, 	2.2310E+01, 	37.555
1.2975,	1.06750,	50.4753,	4.4208E-01, 	2.2314E+01, 	37.578
1.3000,	1.07000,	50.4158,	4.4274E-01, 	2.2321E+01, 	37.601
1.3025,	1.07250,	50.3565,	4.4341E-01, 	2.2328E+01, 	37.623
1.3050,	1.07500,	50.2973,	4.4409E-01, 	2.2337E+01, 	37.646
1.3075,	1.07750,	50.2383,	4.4475E-01, 	2.2343E+01, 	37.669
1.3100,	1.08000,	50.1795,	4.4538E-01, 	2.2349E+01, 	37.692
1.3125,	1.08250,	50.1209,	4.4606E-01, 	2.2357E+01, 	37.714
1.3150,	1.08500,	50.0624,	4.4670E-01, 	2.2363E+01, 	37.737
1.3175,	1.08750,	50.0041,	4.4738E-01, 	2.2371E+01, 	37.759
1.3200,	1.09000,	49.9460,	4.4798E-01, 	2.2375E+01, 	37.782
1.3225,	1.09250,	49.8816,	4.4864E-01, 	2.2379E+01, 	37.804
1.3250,	1.09500,	49.8239,	4.4928E-01, 	2.2385E+01, 	37.827
1.3275,	1.09750,	49.7599,	4.4991E-01, 	2.2387E+01, 	37.849
1.3300,	1.10000,	49.7025,	4.5052E-01, 	2.2392E+01, 	37.871
1.3325,	1.10250,	49.6453,	4.5112E-01, 	2.2396E+01, 	37.893
1.3350,	1.10500,	49.5883,	4.5176E-01, 	2.2402E+01, 	37.915
1.3375,	1.10750,	49.5314,	4.5237E-01, 	2.2407E+01, 	37.937
1.3400,	1.11000,	49.4748,	4.5296E-01, 	2.2410E+01, 	37.959
1.3425,	1.11250,	49.4119,	4.5352E-01, 	2.2409E+01, 	37.981
1.3450,	1.11500,	49.3556,	4.5415E-01, 	2.2415E+01, 	38.003
1.3475,	1.11750,	49.2994,	4.5480E-01, 	2.2421E+01, 	38.025
1.3500,	1.12000,	49.2434,	4.5538E-01, 	2.2425E+01, 	38.046
1.3525,	1.12250,	49.1814,	4.5592E-01, 	2.2423E+01, 	38.068
1.3550,	1.12500,	49.1257,	4.5651E-01, 	2.2426E+01, 	38.090
1.3575,	1.12750,	49.0703,	4.5713E-01, 	2.2432E+01, 	38.111
1.3600,	1.13000,	49.0149,	4.5770E-01, 	2.2434E+01, 	38.133
1.3625,	1.13250,	48.9537,	4.5824E-01, 	2.2433E+01, 	38.154
1.3650,	1.13500,	48.8987,	4.5881E-01, 	2.2435E+01, 	38.175
1.3675,	1.13750,	48.8439,	4.5941E-01, 	2.2439E+01, 	38.197
1.3700,	1.14000,	48.7892,	4.6001E-01, 	2.2443E+01, 	38.218
1.3725,	1.14250,	48.7287,	4.6056E-01, 	2.2443E+01, 	38.239
1.3750,	1.14500,	48.6743,	4.6109E-01, 	2.2443E+01, 	38.260
1.3775,	1.14750,	48.6202,	4.6168E-01, 	2.2447E+01, 	38.282
1.3800,	1.15000,	48.5602,	4.6224E-01, 	2.2447E+01, 	38.303
1.3825,	1.15250,	48.5003,	4.6275E-01, 	2.2443E+01, 	38.324
1.3850,	1.15500,	48.4467,	4.6328E-01, 	2.2445E+01, 	38.345
1.3875,	1.15750,	48.3932,	4.6390E-01, 	2.2450E+01, 	38.365
1.3900,	1.16000,	48.3339,	4.6447E-01, 	2.2450E+01, 	38.386
1.3925,	1.16250,	48.2748,	4.6498E-01, 	2.2447E+01, 	38.407
1.3950,	1.16500,	48.2217,	4.6548E-01, 	2.2446E+01, 	38.428
1.3975,	1.16750,	48.1688,	4.6604E-01, 	2.2449E+01, 	38.449
1.4000,	1.17000,	48.1102,	4.6664E-01, 	2.2450E+01, 	38.469
1.4025,	1.17250,	48.0577,	4.6715E-01, 	2.2450E+01, 	38.490
1.4050,	1.17500,	48.0052,	4.6768E-01, 	2.2451E+01, 	38.510
1.4075,	1.17750,	47.9529,	4.6823E-01, 	2.2453E+01, 	38.531
1.4100,	1.18000,	47.9008,	4.6880E-01, 	2.2456E+01, 	38.551
1.4125,	1.18250,	47.8430,	4.6931E-01, 	2.2453E+01, 	38.572
1.4150,	1.18500,	47.7911,	4.6983E-01, 	2.2454E+01, 	38.592
1.4175,	1.18750,	47.7394,	4.7035E-01, 	2.2454E+01, 	38.612
1.4200,	1.19000,	47.6878,	4.7093E-01, 	2.2458E+01, 	38.632
1.4225,	1.19250,	47.6306,	4.7147E-01, 	2.2456E+01, 	38.653
1.4250,	1.19500,	47.5793,	4.7198E-01, 	2.2456E+01, 	38.673
1.4275,	1.19750,	47.5281,	4.7248E-01, 	2.2456E+01, 	38.693
1.4300,	1.20000,	47.4771,	4.7303E-01, 	2.2458E+01, 	38.713
1.4325,	1.20250,	47.4205,	4.7357E-01, 	2.2457E+01, 	38.733
1.4350,	1.20500,	47.3698,	4.7407E-01, 	2.2457E+01, 	38.753
1.4375,	1.20750,	47.3191,	4.7457E-01, 	2.2456E+01, 	38.773
1.4400,	1.21000,	47.2686,	4.7511E-01, 	2.2458E+01, 	38.793
1.4425,	1.21250,	47.2126,	4.7567E-01, 	2.2458E+01, 	38.813
1.4450,	1.21500,	47.1624,	4.7616E-01, 	2.2457E+01, 	38.832
1.4475,	1.21750,	47.1123,	4.7667E-01, 	2.2457E+01, 	38.852
1.4500,	1.22000,	47.0623,	4.7718E-01, 	2.2457E+01, 	38.872
1.4525,	1.22250,	47.0124,	4.7774E-01, 	2.2460E+01, 	38.891
1.4550,	1.22500,	46.9627,	4.7824E-01, 	2.2459E+01, 	38.911
1.4575,	1.22750,	46.9131,	4.7874E-01, 	2.2459E+01, 	38.930
1.4600,	1.23000,	46.8636,	4.7924E-01, 	2.2459E+01, 	38.950
1.4625,	1.23250,	46.8087,	4.7978E-01, 	2.2458E+01, 	38.969
1.4650,	1.23500,	46.7594,	4.8030E-01, 	2.2459E+01, 	38.989
1.4675,	1.23750,	46.7103,	4.8080E-01, 	2.2458E+01, 	39.008
1.4700,	1.24000,	46.6613,	4.8129E-01, 	2.2458E+01, 	39.027
1.4725,	1.24250,	46.6124,	4.8179E-01, 	2.2457E+01, 	39.047
1.4750,	1.24500,	46.5636,	4.8231E-01, 	2.2458E+01, 	39.066
1.4775,	1.24750,	46.5149,	4.8282E-01, 	2.2458E+01, 	39.085
1.4800,	1.25000,	46.4664,	4.8332E-01, 	2.2458E+01, 	39.104
1.4825,	1.25250,	46.4180,	4.8381E-01, 	2.2458E+01, 	39.123
1.4850,	1.25500,	46.3696,	4.8435E-01, 	2.2459E+01, 	39.142
1.4875,	1.25750,	46.3214,	4.8485E-01, 	2.2459E+01, 	39.161
1.4900,	1.26000,	46.2733,	4.8533E-01, 	2.2458E+01, 	39.180
1.4925,	1.26250,	46.2200,	4.8580E-01, 	2.2454E+01, 	39.199
1.4950,	1.26500,	46.1721,	4.8633E-01, 	2.2455E+01, 	39.218
1.4975,	1.26750,	46.1243,	4.8683E-01, 	2.2454E+01, 	39.237
1.5000,	1.27000,	46.0767,	4.8731E-01, 	2.2454E+01, 	39.255
1.5025,	1.27250,	46.0238,	4.8781E-01, 	2.2451E+01, 	39.274
1.5050,	1.27500,	45.9764,	4.8829E-01, 	2.2450E+01, 	39.293
1.5075,	1.27750,	45.9294,	4.7736E-01, 	2.1925E+01, 	39.311
1.5100,	1.28000,	45.8824,	4.7784E-01, 	2.1924E+01, 	39.329
1.5125,	1.28250,	45.8356,	4.7831E-01, 	2.1924E+01, 	39.348
1.5150,	1.28500,	45.7888,	4.7878E-01, 	2.1923E+01, 	39.366
1.5175,	1.28750,	45.7422,	4.7929E-01, 	2.1924E+01, 	39.384
1.5200,	1.29000,	45.6956,	4.7978E-01, 	2.1924E+01, 	39.402
1.5225,	1.29250,	45.6440,	4.8025E-01, 	2.1920E+01, 	39.420
1.5250,	1.29500,	45.5977,	4.8071E-01, 	2.1919E+01, 	39.438
1.5275,	1.29750,	45.5514,	4.8118E-01, 	2.1918E+01, 	39.456
1.5300,	1.30000,	45.5053,	4.8166E-01, 	2.1918E+01, 	39.473
1.5325,	1.30250,	45.4541,	4.8215E-01, 	2.1916E+01, 	39.491
1.5350,	1.30500,	45.4082,	4.8261E-01, 	2.1915E+01, 	39.509
1.5375,	1.30750,	45.3624,	4.8309E-01, 	2.1914E+01, 	39.527
1.5400,	1.31000,	45.3167,	4.8356E-01, 	2.1914E+01, 	39.544
1.5425,	1.31250,	45.2659,	4.8403E-01, 	2.1910E+01, 	39.562
1.5450,	1.31500,	45.2204,	4.8450E-01, 	2.1909E+01, 	39.580
1.7450,	1.51500,	40.5941,	5.2016E-01, 	2.1116E+01, 	40.828
1.9450,	1.71500,	36.7827,	5.5229E-01, 	2.0315E+01, 	41.823
2.1450,	1.91500,	33.4687,	5.8113E-01, 	1.9450E+01, 	42.634
2.3450,	2.11500,	30.5555,	5.8892E-01, 	1.7995E+01, 	43.274
2.5450,	2.31500,	27.9454,	6.1115E-01, 	1.7079E+01, 	43.797
2.7450,	2.51500,	25.5888,	6.3055E-01, 	1.6135E+01, 	44.225
2.9450,	2.71500,	23.4476,	6.4754E-01, 	1.5183E+01, 	44.577
3.1450,	2.91500,	21.5042,	6.4790E-01, 	1.3933E+01, 	44.855
3.3450,	3.11500,	19.7204,	6.6041E-01, 	1.3024E+01, 	45.080
3.5450,	3.31500,	18.0768,	6.7118E-01, 	1.2133E+01, 	45.259
3.7450,	3.51500,	16.5633,	6.8042E-01, 	1.1270E+01, 	45.401
3.9450,	3.71500,	15.1715,	6.8829E-01, 	1.0442E+01, 	45.511
4.1450,	3.91500,	13.8927,	6.9497E-01, 	9.6550E+00, 	45.594
4.3450,	4.11500,	12.7186,	7.0062E-01, 	8.9109E+00, 	45.654
4.5450,	4.31500,	11.6476,	6.9173E-01, 	8.0570E+00, 	45.694
4.7450,	4.51500,	10.6650,	6.9564E-01, 	7.4190E+00, 	45.719
4.9450,	4.71500,	9.76390,	6.9892E-01, 	6.8242E+00, 	45.731
5.1450,	4.91500,	8.93790,	7.0165E-01, 	6.2713E+00, 	45.734
5.3450,	5.11500,	8.18090,	7.0392E-01, 	5.7588E+00, 	45.728
5.5450,	5.31500,	7.48750,	7.0580E-01, 	5.2847E+00, 	45.716
