current, inductance
1,5.09472071644588
1.27263631815908,5.09472071644594
1.54527263631816,5.09472071644629
1.81790895447724,5.09472071644683
2.09054527263632,5.09472071644711
2.3631815907954,5.09472071644666
2.63581790895448,5.0947207164456
2.90845422711356,5.0947207164442
3.18109054527264,5.09472071644408
3.45372686343172,5.09472071644595
3.7263631815908,5.09472071644947
3.99899949974987,5.094720716453
4.27163581790895,5.09472071645134
4.54427213606803,5.09472071644404
4.81690845422711,5.094720716432
5.08954477238619,5.09472071642507
5.36218109054527,5.09472071643623
5.63481740870435,5.09472071646437
5.90745372686343,5.09472071650356
6.18009004502251,5.09472071650809
6.45272636318159,5.09472071645384
6.72536268134067,5.0947207163466
6.99799899949975,5.09472071623414
7.27063531765883,5.09472071628349
7.54327163581791,5.09472071652009
7.81590795397699,5.09472071692139
8.08854427213607,5.09472071716451
8.36118059029515,5.09472071679015
8.63381690845423,5.09472071581063
8.90645322661331,5.09472071441261
9.17908954477239,5.09472071422214
9.45172586293147,5.09472071616934
9.72436218109054,5.09472072010705
9.99699849924962,5.0947207243326
10.2696348174087,5.09472072256734
10.5422711355678,5.09472071366292
10.8149074537269,5.09472069830372
11.0875437718859,5.09472068873077
11.360180090045,5.09472070302211
11.6328164082041,5.09472074123964
11.9054527263632,5.09472079657225
12.1780890445223,5.0947208048917
12.4507253626813,5.09472072780096
12.7233616808404,5.09472056970201
12.9959979989995,5.09472039753038
13.2686343171586,5.09472046676169
13.5412706353177,5.09472082893868
13.8139069534767,5.09472146040649
14.0865432716358,5.09472186202245
14.3591795897949,5.09472127699136
14.631815907954,5.09471968860203
14.9044522261131,5.09471736633533
15.1770885442721,5.09471699155411
15.4497248624312,5.09472022160881
15.7223611805903,5.09472691103279
15.9949974987494,5.09473427614973
16.2676338169085,5.09473140929022
16.5402701350675,5.09471596459441
16.8129064532266,5.09468882844006
17.0855427713857,5.09467129025322
17.3581790895448,5.09469630646182
17.6308154077039,5.09476502890015
17.9034517258629,5.09486624697447
18.176088044022,5.09488352610297
18.4487243621811,5.09474310347371
18.7213606803402,5.09445010240506
18.9939969984992,5.09412463030542
19.2666333166583,5.09424767014478
19.5392696348174,5.09492759391047
19.8119059529765,5.09613647965134
20.0845422711356,5.09744017426354
20.3571785892946,5.09816183055854
20.6298149074537,5.09826146127444
20.9024512256128,5.0977624463072
21.1750875437719,5.09668702544663
21.447723861931,5.0950563658986
21.72036018009,5.09289062515672
21.9929964982491,5.0902090095829
22.2656328164082,5.08702982902924
22.5382691345673,5.08337054780061
22.8109054527264,5.07924783223744
23.0835417708854,5.07467759517047
23.3561780890445,5.06967503748155
23.6288144072036,5.06425468698342
23.9014507253627,5.05843043481488
24.1740870435218,5.05221556953127
24.4467233616808,5.04562280905703
24.7193596798399,5.03866433065141
24.991995997999,5.03135179902923
25.2646323161581,5.02369639276494
25.5372686343172,5.01570882909977
25.8099049524762,5.00739938726325
26.0825412706353,4.99877793040728
26.3551775887944,4.98985392625131
26.6278139069535,4.98063646652155
26.9004502251126,4.97113428526602
27.1730865432716,4.96135577612065
27.4457228614307,4.95130900859263
27.7183591795898,4.94100174342806
27.9909954977489,4.93044144711988
28.263631815908,4.91963530561355
28.536268134067,4.90859023725945
28.8089044522261,4.89731290506044
29.0815407703852,4.88580972825873
29.3541770885443,4.87408689330109
29.6268134067034,4.86215036422366
29.8994497248624,4.85000589248887
30.1720860430215,4.83765902630849
30.4447223611806,4.82511511948466
30.7173586793397,4.81237933979601
30.9899949974987,4.79945667695614
31.2626313156578,4.78635195017069
31.5352676338169,4.77306981531395
31.807903951976,4.75961477174962
32.0805402701351,4.74599116881382
32.3531765882941,4.7322032119808
32.6258129064532,4.71825496872916
32.8984492246123,4.70415037412423
33.1710855427714,4.68989323613442
33.4437218609305,4.67548724069349
33.7163581790895,4.66093595652524
33.9889944972486,4.64624283974188
34.2616308154077,4.63141123822852
34.5342671335668,4.61644439582633
34.8069034517259,4.6013454563228
35.0795397698849,4.586117467262
35.352176088044,4.57076338358225
35.6248124062031,4.55528607109073
35.8974487243622,4.53968830978392
36.1700850425213,4.52397270155617
36.4427213606803,4.50810412945373
36.7153576788394,4.49199148312943
36.9879939969985,4.47562551739867
37.2606303151576,4.45901170357881
37.5332666333167,4.44215535749321
37.8059029514757,4.42506164492209
38.0785392696348,4.40773558682697
38.3511755877939,4.39018206435884
38.623811905953,4.3724058236631
38.8964482241121,4.35441148048658
39.1690845422711,4.33620352460103
39.4417208604302,4.31778632404608
39.7143571785893,4.299164129205
39.9869934967484,4.2803008845815
40.2596298149075,4.26091158423083
40.5322661330665,4.24087962143066
40.8049024512256,4.220217096295
41.0775387693847,4.19893634564473
41.3501750875438,4.17704938857286
41.6228114057029,4.15456793653986
41.8954477238619,4.13150340309037
42.168084042021,4.10786691320611
42.4407203601801,4.08366931231137
42.7133566783392,4.05892117494441
42.9859929964982,4.03363281311211
43.2586293146573,4.00781428433729
43.5312656328164,3.98147539941548
43.8039019509755,3.95462572989011
44.0765382691346,3.92727461525964
44.3491745872936,3.89943116992811
44.6218109054527,3.87110428990741
44.8944472236118,3.84230265928433
45.1670835417709,3.81303475645892
45.43971985993,3.78330886016703
45.712356178089,3.75313305529149
45.9849924962481,3.72251523847429
46.2576288144072,3.69146312353501
46.5302651325663,3.65998424670537
46.8029014507254,3.62808597168345
47.0755377688844,3.59577549452067
47.3481740870435,3.56305984834076
47.6208104052026,3.52994590790478
47.8934467233617,3.49644039402002
48.1660830415208,3.46254987780786
48.4387193596798,3.4282807848271
48.7113556778389,3.39363939906423
